name,address,city,state,zip,latitude,longitude,website
Arizona Christian University,2625 E Cactus Rd,Phoenix,AZ,85032,33.595117,-112.026211,www.arizonachristian.edu
Concordia College Alabama,1712 Broad Street,Selma,AL,36701,32.425338,-87.01721,www.ccal.edu/
Tucson College,"5151 E Broadway Blvd, Ste.155",Tucson,AZ,85711,32.222353,-110.882243,www.tucsoncollege.edu
Delta Technical College,6550 D Interstate Blvd.,Horn Lake,MS,38637,34.992461,-90.009337,www.deltatechnicalcollege.com
South University-Montgomery,5355 Vaughn Road,Montgomery,AL,36116,32.342741,-86.216469,southuniversity.edu
Universal Technical Institute Of Arizona Inc,10695 West Pierce Street,Avondale,AZ,85323,33.453005,-112.288123,www.uti.edu
United States University,830 Bay Boulevard,Chula Vista,CA,91911,32.668118,-117.105948,www.usuniversity.edu
Kaplan College-Bakersfield,1914 Wible Road,Bakersfield,CA,93304,35.337339,-119.03794,bakersfield.kaplancollege.com/pages/homepage.aspx
Empire Beauty School-Nw Phoenix,2727 W. Glendale Ave. #200,Glendale,AZ,85051,33.538093,-112.118168,www.empire.edu
Kaplan College-Fresno,"44 Shaw Avenue, Rodeo Plaza",Clovis,CA,93612,36.807193,-119.708287,fresno.kaplancollege.com/pages/homepage.aspx
University Of Arkansas At Little Rock,2801 S University Ave,Little Rock,AR,72204,34.723479,-92.340574,ualr.edu/www/
Spa Tech Institute-Ipswich,126 High St,Ipswich,MA,1938,42.688622,-70.849391,www.spatech.edu
Empire Beauty School-Avondale,9945 W Mcdowell Road #112,Avondale,AZ,85323,33.464237,-112.273076,www.empire.edu
Arkansas Baptist College,1621 Dr. Martin Luther King Drive,Little Rock,AR,72202,34.734885,-92.290484,www.arkansasbaptist.edu
Spa Tech Institute-Westboro,227 Turnpike Rd.  - Suite 1,Westboro,MA,1581,42.285984,-71.635686,www.spatech.edu
Spa Tech Institute-Plymouth,59 Industrial Park Rd,Plymouth,MA,2360,41.958456,-70.704511,www.spatech.edu
Empire Beauty School-North Tucson,4343 N. Oracle Rd.  # I,Tucson,AZ,85705,32.285581,-110.980049,www.empire.edu
Arkansas Beauty School,5108 Baseline Rd,Little Rock,AR,72209,34.669071,-92.334814,arkbeautyschool.com
Milan Institute Of Cosmetology-San Antonio Walzem,5402 Walzem Road,San Antonio,TX,78218,29.511567,-98.382865,www.milaninstitute.edu
Empire Beauty School-Littleton,8996 W. Bowles Ave. # E & F,Littleton,CO,80123,39.608128,-105.097089,www.empire.edu
Arkansas Beauty College,109 N Commerce St,Russellville,AR,72801,35.279018,-93.135363,arkansasbeautycollegerussellville.com
Empire Beauty School-Aurora,16800 E. Mississippi Ave.,Aurora,CO,80017,39.695935,-104.792572,www.empire.edu
Lyon College,2300 Highland Road,Batesville,AR,72501,35.778163,-91.626188,www.lyon.edu
Bridgemont Community And Technical College,619 2Nd Avenue,Montgomery,WV,25136,38.179695,-81.326146,www.bridgemont.edu
Everest Institute-Gahanna,825 Tech Center Dr,Gahanna,OH,43230,39.998935,-82.852716,www.everest.edu/campus/gahanna
Wards Corner Beauty Academy-Virginia Beach,544 Newtown Rd #160,Virginia Beach,VA,23462,36.857918,-76.174567,wardscornerbeautyacademy.edu
Arthur'S Beauty College Inc-Fort Smith,2000 North B St,Fort Smith,AR,72901,35.379955,-94.410967,www.arthursbeautycollege.com
Everest College-Merrionette Park,11560 S. Kedzie,Merrionette Park,IL,60803,41.683089,-87.701912,www.everest.edu/campus/merrionette_park
Neumont University,"10701 S. River Front Parkway, Suite 300",South Jordan,UT,84095,40.556598,-111.911286,www.neumont.edu/
University Of Arkansas,Administration Bldg 425,Fayetteville,AR,72701,36.065642,-94.177852,www.uark.edu
Everest College-Earth City,3420 Rider Trail South,Earth City,MO,63045,38.758834,-90.458969,www.everest.edu/campus/st_louis
Johnson & Wales University-Charlotte,"Academic Center, 801 West Trade Street",Charlotte,NC,28202,35.234058,-80.852042,www.jwu.edu/
University Of Arkansas At Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,34.242192,-92.021263,www.uapb.edu
University Of Phoenix-Central Valley Campus,45 Riverpark Place West,Fresno,CA,93720,36.858721,-119.78993,www.phoenix.edu
Everest College Phoenix-Mesa,5416 East Baseline Ste. 200,Mesa,AZ,85206,33.379938,-111.714531,www.everestcollegephoenix.edu
Arkansas State University-Main Campus,2105 E. Aggie Road,Jonesboro,AR,72401,35.843634,-90.677872,www2.astate.edu
Arkansas Tech University,Administration Bldg 200; 1509 N Boulder Ave,Russellville,AR,72801,35.295227,-93.13233,www.atu.edu
L'Ecole Culinaire,9811 South Forty Drive,Saint Louis,MO,63124,38.635397,-90.392161,www.lecoleculinaire.com/about.asp
Everest Institute-Silver Spring,8757 Georgia Avenue,Silver Spring,MD,20910,38.998685,-77.030388,www.everest.edu/campus/silver_spring
Roseman University Of Health Sciences,11 Sunset Way,Henderson,NV,89014,36.071551,-115.06996,www.roseman.edu
Alvareitas College Of Cosmetology-Belleville,5400 West Main,Belleville,IL,62226,38.545956,-90.032984,www.alvareita.com
University Of Arkansas At Monticello,Highway 425 South,Monticello,AR,71656,33.589788,-91.812971,www.uamont.edu
Ameritech College-Draper,12257 South Business Park Drive-Ste 108,Draper,UT,84020,40.527932,-111.892792,www.ameritech.edu
Baptist Health Schools-Little Rock,11900 Col Glenn Rd Ste 1000,Little Rock,AR,72210,34.713115,-92.40692,www.bhslr.edu
Medvance Institute-Port Saint Lucie,9022 South Us Highway 1,Port Saint Lucie,FL,34952,27.1916,-80.249507,www.medvance.edu
Bee Jays Academy,130 West Main St.,Batesville,AR,72501,34.770877,-92.406109,www.bjha.co
Argosy University-Los Angeles,"5230 Pacific Concourse, Suite 200",Los Angeles,CA,90045,33.92828,-118.373216,www.argosy.edu/losangeles
Medvance Institute-Miami,"9035 Sunset Drive, Suite 200",Miami,FL,33173,25.702403,-80.341022,www.medvance.edu
Aviation Institute Of Maintenance-Manassas,10640 Davidson Place,Manassas,VA,20109,38.741681,-77.507917,www.aviationmaintenance.edu
Black River Technical College,1410 Hwy 304 East,Pocahontas,AR,72455,36.239793,-90.951033,www.blackrivertech.edu
Brown Mackie College-Miami,1501 Biscayne Blvd.,Miami,FL,33132,25.790018,-80.18842,www.brownmackie.edu
Everest College-North Aurora,150 S Lincolnway #100,North Aurora,IL,60542,41.80011,-88.32608,www.everest.edu/campus/north_aurora
Central Baptist College,1501 College Avenue,Conway,AR,72034,35.083838,-92.445021,www.cbc.edu
Regency Beauty Institute-Darien,7411 South Cass Ave,Darien,IL,60561,41.753245,-87.971946,www.regencybeauty.com
Cosmetology School Of Arts And Sciences,529 Overland Avenue,Burley,ID,83318,42.546938,-113.792788,cosmetologyschoolof-art.com
Crowley'S Ridge College,100 College Dr,Paragould,AR,72450,36.066239,-90.58482,www.crc.edu/
Regency Beauty Institute-Aurora,4374 East New York Street,Aurora,IL,60504,41.764929,-88.209203,www.regencybeauty.com
Universal Technical Institute Of Pennsylvania Inc,750 Pennsylvania Drive,Exton,PA,19341,40.070513,-75.685133,www.uti.edu/
National Park Community College,101 College Dr,Hot Springs,AR,71913,34.512731,-93.117111,www.npcc.edu
Regency Beauty Institute-Madison,"2358 East Springs Drive, Suite 300",Madison,WI,53704,43.12948,-89.295202,www.regencybeauty.com
Heritage College-Kansas City,1200 East 104Th Street,Kansas City,MO,64131,38.939585,-94.576787,heritage-education.com
Harding University,915 E. Market Ave.,Searcy,AR,72143,35.247345,-91.726034,www.harding.edu
Regency Beauty Institute-Ridgedale,"12993 Ridgedale Drive, Suite 103",Minnetonka,MN,55305,44.968179,-93.446076,www.regencybeauty.com
American Commercial College-Shreveport,3014 Knight Street,Shreveport,LA,71105,32.480285,-93.704168,www.americancommercialcollege.com
Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901,34.496057,-93.037277,hotspringsbeautycollege.com
San Joaquin Valley College-Modesto,5380 Pirrone Rd.,Salida,CA,95368,37.716999,-121.091789,www.sjvc.edu
Kenneth Shuler School Of Cosmetology-Spartanburg,1515 John B White Sr Blvd,Spartanburg,SC,29301,34.923366,-81.972727,www.kennethshuler.com
Career Academy Of Hair Design,346 E. Robinson Ave,Springdale,AR,72764,36.16757,-94.131834,www.cahdspringdale.com
Fortis College-Largo,6565 Ulmerton Road,Largo,FL,33771,27.89481,-82.727384,www.fortiscollege.edu
Pivot Point Academy,3901 West Irving Park,Chicago,IL,60618,41.953449,-87.725224,www.pivotpoint.edu
Mid-South Community College,2000 W.  Broadway,West Memphis,AR,72301,35.145736,-90.22285,www.midsouthcc.edu
Lincoln Technical Institute-Shelton,8 Progress Drive,Shelton,CT,6484,41.274068,-73.131028,www.lincolnedu.com
Arkansas Northeastern College,2501 S Division,Blytheville,AR,72316,35.897362,-89.922491,www.anc.edu
Platt College-Moore,201 N. Eastern,Moore,OK,73160,35.339154,-97.478449,www.plattcolleges.edu
Minnesota School Of Business-Waite Park,1201 2Nd Street South,Waite Park,MN,56387,45.55019,-94.23168,www.msbcollege.edu
Margarets Hair Academy Inc,305 East Gaines Street,Monticello,AR,71655,33.629169,-91.7887,not available
Minnesota School Of Business-Shakopee,1200 Shakopee Town Square,Shakopee,MN,55379,44.784296,-93.554173,www.msbcollege.edu
Northwest Technical Institute,709 S Old Missouri Rd,Springdale,AR,72764,36.178032,-94.115346,www.nwti.edu
Platt College-Dallas,2974 Lbj Freeway,Dallas,TX,75234,32.910159,-96.878983,www.plattcolleges.edu
Universal Technical Institute Of Massachusetts Inc,"One Upland Road, Building 200",Norwood,MA,2062,42.207644,-71.201408,www.uti.edu/
Northwest Health Careers,"7398 Smoke Ranch Road, Ste 100",Las Vegas,NV,89128,36.203875,-115.255585,northwesthealthcareers.com
College Of The Ouachitas,One College Cir,Malvern,AR,72104,34.378745,-92.821416,www.coto.edu
Eagle Gate College-Layton,915 N 400 W,Layton,UT,84041,41.073341,-111.974385,www.eaglegatecollege.edu
Soma Institute-The National School Of Clinical Massage Therapy,55 E. Jackson Boulevard - Ste 300,Chicago,IL,60604,41.878426,-87.627156,www.soma.edu
Medical Professional Institute,380-388 Pleasant Street,Malden,MA,2148,42.426704,-71.078341,www.mpi.edu
Carsten Aveda Institute Of New York,22 E 17Th Street-Second Floor,New York,NY,10003,40.737257,-73.99095,carsteninstitute.com
Xtreme Career Institute,Calle Jose De Jesus Esteves #7,Aguadilla,PR,603,18.426203,-67.148165,www.xtreme-career.com
New Life Theological Seminary,3117 Whiting Ave,Charlotte,NC,28205,35.242999,-80.802527,www.nlts.edu
Nightingale College,4155 Harrison Blvd. #100,Ogden,UT,84403,41.198127,-111.949788,www.nightingale.edu
Omnitech Institute,1728 Montreal Circle,Tucker,GA,30084,33.748872,-84.227424,www.omnitech.edu
Skinworks School Of Advanced Skincare,2121 South 230 East,Salt Lake City,UT,84115,40.724925,-111.884177,www.skinworks.edu
University Of Arkansas Community College-Morrilton,1537 University Blvd.,Morrilton,AR,72110,35.172136,-92.728507,www.uaccm.edu
Southeastern Institute-Columbia,"1420 Colonial Life Blvd, Suite 80",Columbia,SC,29210,34.028113,-81.092306,www.southeasterninstitute.com
Brio Academy Of Cosmetology-Niantic,63 Pennsylvania Avenue,Niantic,CT,6357,41.325944,-72.192653,www.brioacademy.edu
Phillips Community College Of The University Of Arkansas,1000 Campus Drive,Helena,AR,72342,34.544976,-90.617745,www.pccua.edu
American Academy Of Acupuncture And Oriental Medicine,1925 W County Rd B-2,Roseville,MN,55113,45.015783,-93.181424,www.aaaom.edu
Expression College For Digital Arts,6601 Shellmond St,Emeryville,CA,94608,37.847631,-122.2954,www.expression.edu
Technical Learning Centers Inc,1720 I St Nw Suite 200,Washington,DC,20006,38.902819,-77.039052,www.tlc-corp.com
Southeast Arkansas College,1900 Hazel St.,Pine Bluff,AR,71603,34.20994,-92.025845,www.seark.edu
Arizona School Of Acupuncture And Oriental Medicine,4646 E Fort Lowell Rd Ste 103,Tucson,AZ,85712,32.261305,-110.893387,www.asaom.edu
Unitech Training Academy-West Monroe,111 Crosley Street Suite 4,West Monroe,LA,71291,32.506463,-92.129419,www.unitechtrainingacademy.com
Professional Cosmetology Education Center,460 North Washington,El Dorado,AR,71730,33.215124,-92.663131,www.professionalcosmetologyeducation.edu
Ave Maria University,5050 Ave Maria Blvd,Ave Maria,FL,34142,26.33711,-81.441082,www.avemaria.edu
Searcy Beauty College Inc,1004 S Main,Searcy,AR,72143,35.239148,-91.735135,searcybeautycollege.com
Blue Sky School Of Professional Massage And Therapeutic Bodywork,350 Double Tree Lane,Grafton,WI,53024,43.308723,-87.957565,www.blueskymassage.com
Daymar College-Bellevue,119 Fairfield Avenue,Bellevue,KY,41073,39.084046,-84.481993,www.daymarcollege.edu/
Total Look School Of Cosmetology & Massage Therapy,806 W Third St,Cresco,IA,52136,43.382674,-92.12078,www.totallookschool.com/
Empire Beauty School-Lisle,2709 Maple Avenue,Lisle,IL,60532,41.779137,-88.107234,www.empire.edu
The Art Institute Of Tucson,5099 E. Grant Rd. #100,Tucson,AZ,85712,32.251547,-110.884812,www.artinstitutes.edu/tucson
Devry University-Oklahoma,"4013 Nw Expressway St., Suite 100",Oklahoma City,OK,73116,35.538269,-97.590797,www.devry.edu
Southern Arkansas University Tech,6415 Spellman Road,Camden,AR,71701,33.629619,-92.720539,www.sautech.edu
Turning Point Beauty College,580 N Camino Mercado,Casa Grande,AZ,85122,32.880829,-111.733429,turningpointbeauty.com
Empire Beauty School-Richmond,9049 West Broad St. #3,Richmond,VA,23294,37.636022,-77.548933,www.empire.edu
Calc Institute Of Technology,235A E Center Dr,Alton,IL,62002,38.924597,-90.174118,calc.edu
Salter School-Fall River Campus,82 Hartwell Street,Fall River,MA,2720,41.69847,-71.153315,www.salterschool.com
Unitech Training Academy-Lafayette,3605 Ambassador Caffery,Lafayette,LA,70503,30.176116,-92.069557,www.unitechtrainingacademy.com
University Of Arkansas-Fort Smith,5210 Grand Ave,Fort Smith,AR,72913,35.384001,-94.375536,uafs.edu/
Empire Beauty School-North Hills,4768 Mcknight Road,Pittsburgh,PA,15237,40.520045,-80.004369,www.empire.edu
Cambridge Junior College-Yuba City,990-A Klamath Lane,Yuba City,CA,95993,39.13994,-121.652227,www.cambridge.edu
Mountwest Community And Technical College,One Mountwest Way,Huntington,WV,25701,38.423959,-82.426719,www.mctc.edu
Seacoast Career School-Manchester Campus,670 North Commercial St,Manchester,NH,3101,42.997766,-71.468777,www.seacoastcareerschools.edu
Abram Friedman Occupational Center,1646 S. Olive Street,Los Angeles,CA,90015,34.034629,-118.265511,www.afoc.edu
Empire Beauty School-Concord,Shops @ Kings Grant 10075 Weddington Rd,Concord,NC,28027,35.364501,-80.713322,www.empire.edu
Empire Beauty School-Arlington Heights,264 West Rand Rd,Arlington Heights,IL,60004,42.116982,-87.984764,www.empire.edu
Dewey University-Arroyo Branch,"Bo. Palmas, Road 3, Km. 129.7",Arroyo,PR,910,17.974419,-66.051963,www.jdc.edu
Lexington Healing Arts Academy,272 Southland Drive,Lexington,KY,40503,38.014223,-84.522569,www.lexingtonhealingarts.com
Cambridge Institute Of Allied Health & Technology,"460 E. Altamonte Drive, 3Rd Floor",Altamonte Springs,FL,32701,28.690575,-81.387723,www.cambridgehealth.edu/
Regency Beauty Institute-Independence,14133 East Us Highway 40,Kansas City,MO,64136,39.033691,-94.412518,www.regencybeauty.com
Academy Of Art University,79 New Montgomery,San Francisco,CA,94105,37.787748,-122.400686,www.academyart.edu
Empire Beauty School-Hooksett,1328 Hooksett Rd,Hooksett,NH,3106,43.056383,-71.441338,www.empirebeautyschools.com
Instituto De Educacion Tecnica Ocupacional La Reine-Aguadilla,Calle Mercedes Moreno #9,Aguadilla,PR,603,18.430546,-67.155035,www.lareine.edu
Career Care Institute,43770 Fifteenth St W Ste 115,Lancaster,CA,93534,34.678236,-118.15638,www.ccicolleges.edu
Regency Beauty Institute-St Peters,259 Salt Lick Road,St. Peters,MO,63376,38.799569,-90.654425,www.regencybeauty.com
Enterprise State Community College,600 Plaza Drive,Enterprise,AL,36330,31.297496,-85.836956,www.escc.edu
Regency Beauty Institute-Peoria,"2601 West Lake Ave, Suite B-1A",Peoria,IL,61615,40.739322,-89.63445,www.regencybeauty.com
George C Wallace State Community College-Dothan,1141 Wallace Drive,Dothan,AL,36303,31.316086,-85.46355,www.wallace.edu
The Institute Of Beauty And Wellness,327 East Saint Paul Avenue,Milwaukee,WI,53202,43.034848,-87.908455,www.ibw.edu
Regency Beauty Institute-Greenwood,"8811 Hardegan Street, Suite 305",Indianapolis,IN,46227,39.638128,-86.123924,www.regencybeauty.com
Regency Beauty Institute-Mehlville,4468 Lemay Ferry Road,Mehlville,MO,64129,38.499384,-90.333587,www.regencybeauty.com
Itt Technical Institute-Rancho Cordova,10863 Gold Center Dr,Rancho Cordova,CA,95670,38.59172,-121.281506,www.itt-tech.edu
Herzing University-Birmingham,280 West Valley Ave,Birmingham,AL,35209,33.468714,-86.832546,www.herzing.edu/birmingham
Intercoast Colleges-Carson,One Civic Plaza-Ste 110,Carson,CA,90745,33.833177,-118.259112,www.intercoast.edu/locations/carson
New River Community And Technical College,"221 George Street, Suite 2",Beckley,WV,25801,37.792664,-81.221403,www.newriver.edu
Ata Career Education,"7351 Spring Hill Drive, Suite 11",Spring Hill,FL,34606,27.857545,-82.642854,www.atafl.edu
Academy Of Chinese Culture And Health Sciences,1601 Clay St,Oakland,CA,94612,37.806825,-122.272954,www.acchs.edu
Intercoast Career Institute-South Portland,207 Gannett Dr,South Portland,ME,4106,43.638368,-70.357301,www.intercoast.edu
Regency Beauty Institute-Duluth,5115 Burning Tree Road,Duluth,MN,55811,46.808572,-92.16839,www.regencybeauty.com
Heritage Christian University,3625 Helton Dr,Florence,AL,35630,34.856153,-87.663051,www.hcu.edu
The College Of Health Care Profesions-Southwest,8313 Southwest Freeway-Ste 300,Houston,TX,77074,29.688071,-95.527638,www.chcp.edu
Career Quest Learning Centers Inc-Lansing,3215 S. Pennsylvania Avenue,Lansing,MI,48910,42.699106,-84.53728,www.cqlc.edu
The Academy Of Radio And Tv Broadcasting,16052 Beach Blvd St 263N,Huntington Beach,CA,92647,33.728895,-117.987666,www.arbradio.com
Regency Beauty Institute-Fairview Heights,10850 Lincoln Trail,Fairview Heights,IL,62208,38.591245,-89.99059,www.regencybeauty.com
John C Calhoun State Community College,6250 U S Highway 31 N,Tanner,AL,35671,34.65428,-86.949131,www.calhoun.edu
Alameda Beauty College,2318 Central Ave,Alameda,CA,94501,37.764203,-122.243566,alamedabeautycollege.edu
Carrington College California-Stockton,"1313 W. Robinhood Drive, Suite B",Stockton,CA,95207,37.998992,-121.323199,www.carrington.edu
Eagle Gate College-Salt Lake City,405 South Main Street-Ste 130,Salt Lake City,UT,84111,40.760084,-111.890674,eaglegatecollege.edu
Central State Massage Academy,8494 Northwest Expwy,Oklahoma City,OK,73162,35.569792,-97.668551,www.csmaokc.com
Regency Beauty Institute-Champaign,517 Town Center Blvd.,Champaign,IL,61822,40.14138,-88.251743,www.regencybeauty.com
American Baptist Seminary Of The West,2606 Dwight Way,Berkeley,CA,94704,37.865252,-122.256149,www.absw.edu
University Of West Alabama,Station One,Livingston,AL,35470,32.59244,-88.186077,www.uwa.edu
Carrington College California-Citrus Heights,"7301 Greenback Lane, Ste A",Citrus Heights,CA,95621,38.679983,-121.29421,www.carrington.edu
Regency Beauty Institute-Olathe,12517 S Rogers Road,Olathe,KS,66062,38.90312,-94.780239,www.regencybeauty.com
American Film Institute Conservatory,2021 N Western Ave,Los Angeles,CA,90027,34.10846,-118.309989,www.afi.com
Kaplan College-Palm Springs,2475 E Tahquitz Canyon Way,Palm Springs,CA,92262,33.821901,-116.519222,palm-springs.kaplancollege.com/pages/homepage.aspx
Community Christian College,251 Tennessee St,Redlands,CA,92373,34.054503,-117.200466,www.cccollege.edu
The Academy Of Health Care Professions-San Antonio,4738 N. W. Loop 410,San Antonio,TX,78229,29.488881,-98.576635,chcp.edu
Marion Military Institute,1101 Washington St,Marion,AL,36756,32.623401,-87.322067,www.marionmilitary.edu
Crossett School Of Cosmetology,121 Pine St,Crossett,AR,71635,33.134128,-91.95981,crossettschoolofcosmetology.com
University Of Phoenix-Savannah Campus,8001 Chatham Center Dr,Savannah,GA,31405,32.071826,-81.151063,www.phoenix.edu
Everest Institute-South Plainfield,5000 Hadley Road,South Plainfield,NJ,7080,40.556003,-74.425704,www.everest.edu/campus/south_plainfield
University Of Mobile,5735 College Parkway Drive,Mobile,AL,36613,30.793247,-88.128934,www.umobile.edu
Culpeper Cosmetology Training Center,311 South East Street #120,Culpeper,VA,22701,38.471472,-77.994978,www.culpeperbeauty.com
University Of Phoenix-Northern Nevada Campus,10345 Professional Circle,Reno,NV,89521,39.470565,-119.790941,www.phoenix.edu
Day Spa Career College,3900 Bienville Blvd,Ocean Springs,MS,39564,30.409958,-88.762255,dayspacareercollege.com
University Of Montevallo,Station 6001,Montevallo,AL,35115,33.10625,-86.865099,www.montevallo.edu
Minnesota School Of Business-Rochester,2521 Pennington Drive Nw,Rochester,MN,55901,44.071382,-92.499491,www.msbcollege.edu
University Of North Alabama,One Harrison Plaza,Florence,AL,35632,34.80658,-87.680999,www.una.edu
Northeast Alabama Community College,138  Highway 35,Rainsville,AL,35986,34.545471,-85.911664,www.nacc.edu
Oakwood University,7000 Adventist Blvd Nw,Huntsville,AL,35896,34.754873,-86.652883,www.oakwood.edu
American Conservatory Theater,30 Grant Ave,San Francisco,CA,94108,37.786929,-122.410138,www.act-sf.org
Everest College-Hayward,22336 Main Street,Hayward,CA,94541,37.675438,-122.084826,www.everest.edu/campus/hayward
Antelope Valley College,3041 West  Ave K,Lancaster,CA,93536,34.676207,-118.186166,www.avc.edu
Art Center College Of Design,1700 Lida St,Pasadena,CA,91103,34.169031,-118.185102,www.artcenter.edu
Associated Technical College-San Diego,707 Broadway-Ste 300,San Diego,CA,92101,32.71546,-117.158196,www.associatedtechcollege.com
Bridges Academy Of Beauty,423 E Main St,Barstow,CA,92311,34.898457,-117.023566,www.bridgesacademyofbeauty.com
Barstow Community College,2700 Barstow Road,Barstow,CA,92311,34.871451,-117.02523,www.barstow.edu
Bellus Academy-National City,1520 East Plaza Blvd,National City,CA,91950,32.67657,-117.0897,www.bellusacademy.edu
Bethesda University Of California,730 N. Euclid St,Anaheim,CA,92801,33.842295,-117.941323,www.buc.edu
Brooks Institute,25/27 Mason Street,Santa Barbara,CA,93101,34.413872,-119.68991,www.brooks.edu
California Institute Of Integral Studies,1453 Mission Street,San Francisco,CA,94103,37.77454,-122.416251,www.ciis.edu
Georgia Gwinnett College,1000 University Center Lane,Lawrenceville,GA,30043,33.979915,-84.001135,www.ggc.edu
Eastern School Of Acupuncture And Traditional Medicine,"427 Bloomfield Avenue, Suite 301",Montclair,NJ,7042,40.81295,-74.216081,www.easternschool.com
Phoenix Institute Of Herbal Medicine & Acupuncture,301 E Bethany Home Rd Ste A100,Phoenix,AZ,85012,33.52289,-112.068783,www.pihma.edu
Ecclesia College,9653 Nations Dr,Springdale,AR,72762,36.2141,-94.236643,www.ecollege.edu/
Tucson College Of Beauty,3955 N Flowing Wells Rd,Tucson,AZ,85705,32.278252,-110.996112,tucsoncollegeofbeauty.com
Employment Solutions-College For Technical Education,1165 Centre Pky Suite #120,Lexington,KY,40517,37.982264,-84.483707,www.cte.edu
California Career College,7003 Owensmouth Avenue,Canoga Park,CA,91303,34.197566,-118.601794,californiacareercollege.net/
Evergreen Beauty & Barber College-Everett,802 Se Everett Mall Way Ste A,Everett,WA,98208,47.909189,-122.221962,www.evergreenbeauty.edu
Palladium Technical Academy,10503 Valley Blvd,El Monte,CA,91731,34.076822,-118.044416,palladiumta.com
Paul Mitchell The School-Great Lakes,2950 Lapeer,Port Huron,MI,48060,42.976351,-82.45923,school.paulmitchell.edu/port-huron-mi
Palace Beauty College,1517 S Western Ave,Los Angeles,CA,90006,34.044739,-118.309491,www.palacebeautycollege.com
National Polytechnic College,6630 Telegraph Road,Commerce,CA,90040,33.989841,-118.138914,www.npcollege.edu
Harley'S Beauty And Barber Career Institute,1510 Ontario Street,Columbia,SC,29204,34.011896,-81.014793,www.hbbci.com
American Career College-Ontario,3130 East Sedona Court,Ontario,CA,91764,34.068204,-117.583814,www.americancareercollege.edu
Healthcare Training Institute,1969 Morris Ave,Union,NJ,7083,40.696406,-74.268447,www.htinj.edu
Asher College,1215 Howe Ave Suite 101,Sacramento,CA,95825,38.587784,-121.415767,www.asher.edu
Hudson Valley School Of Advanced Aesthetic Skin Care,1723 Rte 9W,West Park,NY,12493,41.742216,-74.070012,www.hvsaesthetics.com
University Of East-West Medicine,595 Lawrence Expressway,Sunnyvale,CA,94085,37.371173,-122.047493,www.uewm.edu
John D Rockefeller Iv Career Center,95 Rockyside Road,New Cumberland,WV,26047,40.532749,-80.62072,www.jdrcc.org
Blake Austin College,611 Orange Dr Ste K,Vacaville,CA,95687,38.378548,-121.945606,blakeaustincollege.edu
Ladera Career Paths Training Centers,6820 La Tijera Blvd Ste 217,Los Angeles,CA,90045,33.976713,-118.371932,laderaonline.com/
Mojave Barber College,15505 7Th St,Victorville,CA,92395,34.533856,-117.29541,www.mojavesbs.com
Los Angeles Music Academy,370 S Fair Oaks Ave,Pasadena,CA,91105,34.139293,-118.150113,www.lamusicacademy.edu
Maple Springs Baptist Bible College And Seminary,4130 Belt Rd,Capitol Heights,MD,20743,38.86348,-76.942465,www.msbbcs.edu
Arthur'S Beauty College Inc,2600 John Harden Dr,Jacksonville,AR,72076,34.891572,-92.102579,arthursbeautycollege.com
Judson University,1151 N State St,Elgin,IL,60123,42.059125,-88.289368,www.judsonu.edu
Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118,34.782783,-92.299184,www.pulaskitech.edu
Rock Valley College,3301 N Mulford Rd,Rockford,IL,61114,42.306174,-88.993544,www.rockvalleycollege.edu
Lees School Of Cosmetology,2700 W. Pershing Blvd,North  Little Rock,AR,72114,34.782433,-92.296485,lsctraining.com
Huntington University,2303 College Ave,Huntington,IN,46750,40.89907,-85.499624,www.huntington.edu
Arkansas College Of Barbering And Hair Design,200 E Washington Ave,North Little Rock,AR,72114,34.753843,-92.266429,www.arkansascollegeofbarbering.com
University Of Indianapolis,1400 E Hanna Ave,Indianapolis,IN,46227,39.710384,-86.134735,uindy.edu
Philander Smith College,900 W. Daisy Bates Drive,Little Rock,AR,72202,34.737931,-92.281498,www.philander.edu
Midamerica Nazarene University,2030 E College Way,Olathe,KS,66062,38.874797,-94.7821,www.mnu.edu
Velvatex College Of Beauty Culture,1520 Martin Luther King Dr,Little Rock,AR,72202,34.735685,-92.289597,www.velvatexcollege.com
Louisiana State University-Shreveport,One University Place,Shreveport,LA,71115,32.428768,-93.703762,www.lsus.edu/
Grand Canyon University,3300 W Camelback Rd,Phoenix,AZ,85017,33.513231,-112.129929,www.gcu.edu
Endicott College,376 Hale Street,Beverly,MA,1915,42.554177,-70.840729,www.endicott.edu
Wellesley College,106 Central St,Wellesley,MA,2481,42.293741,-71.306657,www.wellesley.edu
Itt Technical Institute-Tucson,1455 W. River Rd,Tucson,AZ,85704,32.296733,-110.996994,www.itt-tech.edu
Anna Maria College,50 Sunset Lane,Paxton,MA,1612,42.33055,-71.918961,www.annamaria.edu
Embry-Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,86301,34.616149,-112.44996,www.erau.edu
Holy Names University,3500 Mountain Blvd,Oakland,CA,94619,37.803118,-122.1873,www.hnu.edu
Assumption College,500 Salisbury St,Worcester,MA,1609,42.295435,-71.828387,www.assumption.edu
Patten University,2433 Coolidge Ave,Oakland,CA,94601,37.785869,-122.219631,www.patten.edu
