name,address,city,state,zip,latitude,longitude,website
Coast Career Institute,1250 E. Cooley Drive,Colton,CA,92324,34.054025,-117.307612,www.coastcareer.com/
Miller-Motte Technical College,621 Nw Frontage Road,Augusta,GA,30907,33.494994,-82.086986,www.miller-motte.edu/campuses/georgia-campuses/augusta-ga
Tri County Regional Vocational Technical High School,147 Pond St,Franklin,MA,2038,42.094957,-71.421577,www.tri-county.tc
Tricoci University Of Beauty Culture,6458 North Sheridan Road,Chicago,IL,60626,41.99994,-87.661037,www.tricociuniversity.com
Compass College Of Cinematic Arts,41 Sheldon Blvd Se,Grand Rapids,MI,49503,42.975591,-85.682041,compass.edu
Itt Technical Institute-Bradenton,8039 Cooper Creek Boulevard,Bradenton,FL,34201,27.39752,-82.452229,www.itt-tech.edu
Virginia College-Macon,1901 Paul Walsh Drive,Macon,GA,31206,32.812683,-83.679622,www.vc.edu/campus/macon-georgia-college.cfm
Nova Academy Of Cosmetology,1629 N Broadway Ste 7,Rochester,MN,55906,44.040162,-92.463848,www.nova-academy.com
Itt Technical Institute-Phoenix West,"1840 North 95Th Avenue, Suite 132",Phoenix,AZ,85037,33.46768,-112.264919,www.itt-tech.edu
Itt Technical Institute-Brooklyn Center,"6120 Earle Brown Drive, Suite 100",Brooklyn Center,MN,55430,45.066994,-93.301809,www.itt-tech.edu
Victory Trade School,1715 N Boonville Ave,Springfield,MO,65803,37.22932,-93.292274,www.victorytradeschool.edu
Itt Technical Institute-Orlando,"8301 South Park Circle, Suite 100",Orlando,FL,32819,28.447175,-81.420453,www.itt-tech.edu
Starting Points Inc,2737 Kennedy Blvd,Jersey City,NJ,7306,40.729718,-74.069555,www.startingpoints.edu
Itt Technical Institute-Waco,"3700 S. Jack Kultgen Expressway, Suite 100",Waco,TX,76706,31.512359,-97.13923,www.itt-tech.edu
The Lab-Paul Mitchell Partner School,25 Scotch Rd,Ewing,NJ,8628,40.265713,-74.802664,not available
Itt Technical Institute-Myrtle Beach,"9654 North King'S Highway, Suite 101",Myrtle Beach,SC,29572,33.77509,-78.792601,www.itt-tech.edu
Sae Institute Of Technology-New York,1293 Broadway 9Th Floor,New York,NY,10001,40.749635,-73.988504,newyork.sae.edu/en-us/home/
University Of Phoenix-Knoxville Campus,10133 Sherrill Boulevard,Knoxville,TN,37932,35.921665,-84.127738,www.phoenix.edu
Azusa Pacific Online University,511 W Citrus Edge St,Glendora,CA,91740,34.119415,-117.871181,www.apu.edu/apou/
John Paolo'S Xtreme Beauty Institute-Goldwell Pro,638 Columbia St Extension,Latham,NY,12110,42.761774,-73.754603,www.xtremebeautyinstitute.com
Minneapolis Media Institute,4100 W 76Th Street,Edina,MN,55435,44.866037,-93.33144,www.mediainstitute.edu/minneapolis
Collegeamerica-Phoenix,9801 N. Metro Parkway East,Phoenix,AZ,85051,33.574471,-112.121033,www.collegeamerica.edu
Collegeamerica-Stevens Henager College,901 Pier View Drive,Idaho Falls,ID,83402,43.468945,-111.991016,www.stevenshenager.edu/
Avalon School Of Cosmetology-Phoenix,1107 E Bell Rd Ste 104,Phoenix,AZ,85022,33.639419,-112.058088,www.avalon.edu
Avalon School Of Cosmetology-Layton,1992 W Antelope Dr,Layton,UT,84041,41.089916,-112.00364,www.avalon.edu/
Hair Design Institute,552 E Woolbright Rd,Boynton Beach,FL,33435,26.513536,-80.059887,www.hairdesigninstitute.com
University Of Phoenix-Baton Rouge,2431 S Acadian Thruway,Baton Rouge,LA,70808,30.422403,-91.150412,www.phoenix.edu
University Of Phoenix-Lafayette Campus,425 Settlers Trace Blvd,Lafayette,LA,70508,30.190233,-92.008094,www.phoenix.edu
University Of Phoenix-Shreveport-Bossier Campus,350 Plaza Loop Dr,Bossier City,LA,71111,32.517674,-93.738214,www.phoenix.edu
Eternity Cosmetology School,"4698 Forest Hill Boulevard, Suite C",West Palm Beach,FL,33415,26.650256,-80.114065,www.eternitycschool.com
All-State Career School-Allied Health Campus,50 W Powhattan Ave,Essington,PA,19029,39.866161,-75.302146,www.allstatecareer.edu
Tri-State Institute Of Hair Design,"195 Commercial Drive, Suite 100",London,KY,40744,37.102754,-84.065871,tristatehairschool.com
Aveda Institute Des Moines,6905 Mills Civic Pkwy Suite 120,West Des Moines,IA,50266,41.562675,-93.802586,avedainstitutedesmoines.com/
Vogue College-San Antonio,1836 Fredericksburg Road,San Antonio,TX,78201,29.462369,-98.523501,voguebeautycollege.com
Fortis Institute-Lawrenceville,"2572 Brunswick Pike, Suite 100",Lawrenceville,NJ,8648,40.260809,-74.719094,fortis.edu
Vogue Beauty Academy,6012 Ingram Road,San Antonio,TX,78238,29.465459,-98.603849,voguebeautycollege.com
Relay Graduate School Of Education,"40 W 20Th St, 6Th Fl",New York,NY,10011,40.740509,-73.993411,www.relayschool.org/
Brown Mackie College-Oklahoma City,"7101 Nw Expressway, Suite 800",Oklahoma City,OK,73132,35.559963,-97.639728,www.brownmackie.edu
Tomorrow'S Image Barber Academy Of Virginia,"13641 Warwick Boulevard, Suite C",Newport News,VA,23602,37.118671,-76.525193,www.tomorrowsimage.com
Sanford-Brown College-Austin,9001 N Ih-35 #105,Austin,TX,78753,30.353011,-97.688721,www.sanfordbrown.edu/austin
Excel Learning Center,1220 Lomaland Drive,El Paso,TX,79907,31.741845,-106.332267,www.excel.edu
College Of International Esthetics Inc,"7330 West 52Nd Avenue, Suite T",Arvada,CO,80002,39.790584,-105.075943,www.internationalesthetics.com
Medical Allied Career Center,12631 East Imperial Highway,Santa Fe Springs,CA,90670,33.917711,-118.062951,medicalalliedcareercenter.powersites.net
Bais Hamedrash And Mesivta Of Baltimore,6823 Old Pimlico Road,Baltimore,MD,21209,39.379211,-76.674851,not available
Long Island Barber Institute (The),266 Greenwich Street,Hempstead,NY,11550,40.699735,-73.615268,www.libarberinstitute.edu
Toni & Guy Hairdressing Academy,3034 Wilford Drive,Toledo,OH,43615,41.674844,-83.696992,www.toniguyacademy.com
American Institute Of Medical Sonography,"5450 W Sahara Ave, #320",Las Vegas,NV,89146,36.145458,-115.216073,aimseducationmanagement.com
Destination Academy For Spa And Salon Professionals,4280 South Hualapai Way,Las Vegas,NV,89147,36.1121,-115.314243,www.destinationacademy.com
Classic Cooking Academy,10411 East Mcdowell Mtn Ranch Road,Scottsdale,AZ,85255,33.627047,-111.855485,www.ccacademy.edu
School Of Court Reporting (The),5000 Atrium Way - Suite 3,Mount Laurel,NJ,8054,39.915977,-74.955074,theschoolofcourtreporting.com/
Curve Metric School Of Hair Design,7645 West Belmont Avenue,Elmwood Park,IL,60707,41.937678,-87.818728,cannellabeautyschools.com
Athena Career Academy,5700 Monroe Street,Sylvania,OH,43560,41.71146,-83.676315,www.athenacareers.com
Miller-Motte Technical College-Macon,175 Tom Hill Sr Blvd,Macon,GA,31210,32.897821,-83.687065,www.miller-motte.edu/campuses/georgia-campuses/macon-ga
Miller-Motte Technical College-Gulfport,12121 Hwy 49 N,Gulfport,MS,39503,30.460138,-89.102104,www.miller-motte.edu/campuses/mississippi-campuses/gulfport-ms
International Academy Of Medical Reflexology,2200 North Irving Street,Allentown,PA,18109,40.63999,-75.448896,www.reflexology.net
South UniversityâSavannah Online,709 Mall Blvd,Savannah,GA,31406,31.999481,-81.105531,online.southuniversity.edu/
Fortis College-Montgomery,3470 Eastdale Cir,Montgomery,AL,36117,32.384054,-86.201815,fortiscollege.edu
Western Shores Institute Inc,10383 Southern Maryland Blvd,Dunkirk,MD,20754,38.720594,-76.659163,www.wsi-edu.info
San Joaquin Valley College-Temecula,27270 Madison Ave Ste 305,Temecula,CA,92590,33.525828,-117.166503,www.sjvc.edu/
Rio Grande Bible Institute,4300 S Us Hwy 281,Edinburg,TX,78539,26.260467,-98.172527,www.riogrande.edu
Whitworth University-Adult Degree Programs,300 W Hawthorne Rd,Spokane,WA,99251,47.753308,-117.417185,www.whitworth.edu/index.aspx
The Santa Barbara And Ventura Colleges Of LawâSanta Barbara,20 E Victoria St,Santa Barbara,CA,93101,34.424495,-119.705191,www.collegesoflaw.edu
The University Of America,38397 Innovation Court,Murrieta,CA,92563,33.560482,-117.133812,ua-edu.us
Kaplan College-Chesapeake,1987 South Military Highway,Chesapeake,VA,23320,36.787591,-76.256032,chesapeake.kaplancollege.com/pages/homepage.aspx
American Broadcasting School-Online Program,4511 Se 29Th St,Oklahoma City,OK,73115,35.435751,-97.43732,radioschoolonline.com/homechat.htm
Springfield College-School Of Human Services,Springfield College - School Of Human Services,Springfield,MA,1109,42.09644,-72.590744,www.spfldcol.edu/homepage/dept.nsf/shs
Marian Health Careers Center-Van Nuys Campus,5900 Sepulveda Blvd Ste 101,Van Nuys,CA,91411,34.177477,-118.465555,www.mariancollege.edu
Brown College-Brooklyn Center,5951 Earle Brown Dr,Brooklyn Center,MN,55430,45.064911,-93.306035,www.browncollege.edu/
Grace College Of Divinity,5117 Cliffdale Road,Fayetteville,NC,28314,35.058616,-78.961305,www.gcdivinity.org/
Cosmetology College Of Franklin County,570 S Main St,Saint Clair,MO,63077,38.34412,-90.981602,cosmetologycollegefranklincounty.com/
Rochester School Of Hair Design,4229 Highway 52 North,Rochester,MN,55901,44.067637,-92.504386,www.rochesterschoolofhairdesign.com
Aveda Institute Of New Mexico (The),1816 Central Ave Sw,Albuquerque,NM,87104,35.110248,-106.559524,www.avedanm.com
Nashville Barber And Style Academy,2603 Jefferson Street,Nashville,TN,37208,36.167896,-86.817154,www.nashvillebarberandstyleacademy.com
American Trade School,3925 Industrial Drive,Saint Ann,MO,63074,38.728761,-90.380252,www.stltrades.com
Estelle Skin Care And Spa Institute,"10024 Skokie Blvd, #301",Skokie,IL,60077,42.039157,-87.746632,www.skincareandspainstitute.com/
Paul Mitchell The School Honolulu,"1123 Eleventh Avenue, Suite 306",Honolulu,HI,96816,21.282118,-157.800452,honolulu.paulmitchell.edu/honolulu-hi
Elite Cosmetology School,"56300 Twentynine Palms Highway, Suite 113",Yucca Valley,CA,92284,34.121176,-116.435521,elite-cosmetology-school.com/index.html
Academy Of Aesthetic Arts,10316 Shawnee Mission Parkway,Shawnee,KS,66203,39.015875,-94.706739,www.academyofaestheticarts.com
American Technical Institute,"Ave Castiglioni U-27, Bayamon Garden",Bayamon,PR,957,18.370482,-66.187282,www.amtecpr.com/
Twin Rivers Adult School,3222 Winona Way,North Highlands,CA,95660,38.650717,-121.389292,www.tras.edu
Bergin University Of Canine Studies,5860 Labath Avenue,Santa Rosa,CA,94928,38.429182,-122.733871,www.berginu.edu
D'Shaw Institute Of Cosmetology,3419 North Cole Road,Boise,ID,83704,43.636015,-116.276076,www.dshawbeauty.com/
Progressive Training Centers,"98 East Mcnab Road, Suite 98",Pompano Beach,FL,33060,26.210198,-80.121703,www.progressivetc.com
American Health Institute,10138 Us Highway 19,Port Richey,FL,34654,28.304393,-82.701703,americanhealth.edu
Virginia College-Spartanburg,8150 Warren H. Abernathy Highway,Spartanburg,SC,29301,34.936213,-82.006105,vc.edu
Pima Medical Institute-South Denver,13750 E. Mississippi Avenue,Aurora,CO,80012,39.654867,-104.86943,pmi.edu
Aveda Institute Portland,325 Northwest 13Th Avenue,Portland,OR,97209,45.525514,-122.684742,avedapdx.com
Real Barbers College (The),528 West Lincoln Avenue,Anaheim,CA,92805,33.8337,-117.920674,www.therealbarbercollege.com
Chamberlain College Of Nursing-Virginia,2450 Crystal Drive,Arlington,VA,22202,38.851234,-77.050616,www.chamberlain.edu
Stevens Henager College,1444 Entertainment Avenue,Boise,ID,83709,43.591066,-116.278449,www.stevenshenager.edu/
The Salon Professional Academy,3330 Parkcrest Lane,Cincinnati,OH,45211,39.14619,-84.62128,www.thesalonprofessionalacademycincinnati.com
Yeshiva Gedolah Zichron Leyma,1000 Orchard Terrace,Linden,NJ,7036,40.636215,-74.266072,not available
The Artisan College Of Cosmetology,1645 Tiffin Ave.,Findlay,OH,45840,41.051718,-83.618154,www.artisancollegeofcos.com/
Penrose Academy,13402 North Scottsdale Road; Suite B160,Scottsdale,AZ,85254,33.608309,-111.927617,www.penroseacademy.com
Sage School Of Massage & Healing Arts,369 Ne Revere Ave Ste B,Bend,OR,97701,44.06845,-121.301527,www.sageschoolofmassage.com/
Virginia College-Richmond,7200 Midlothian Turnpike,Richmond,VA,23225,37.503094,-77.529012,www.vc.edu/campus/richmond-virginia-college.cfm
Lawyer'S Assistant School Of Dallas,8150 North Central Expressway M2240,Dallas,TX,75206,32.861997,-96.769353,www.lasdallas.com
Skin Institute,25 Ronnies Plaza,Saint Louis,MO,63126,38.527717,-90.364232,www.skininstitute.info
Abc Beauty Academy,1841 N Jupiter Rd Ste 120,Garland,TX,75042,32.92981,-96.684405,www.abcbeautyacademy.webs.com
Northwest Institute Of Literary Arts,"5577 Vanbarr Place, Suite 1",Freeland,WA,98249,48.008831,-122.526767,www.nila.edu
Salon & Spa Institute,2695 North Coria Street,Brownsville,TX,78521,25.952398,-97.49771,www.salonspainstitute.com/
Body Therapy Institute,300 Southwind Road,Siler City,NC,27344,35.780052,-79.336844,www.massage.net
American Beauty Academy,61 S 100 W,Payson,UT,84651,40.043104,-111.733309,www.americanbeautyutah.com
The Salon Professional Academy-Tacoma,3702 S Fife Street Ste B102,Tacoma,WA,98409,47.223172,-122.47239,www.thesalonprofessionalacademytacoma.com
Beauty Academy Of South Florida,1305 W. 49Th Street,Hialeah,FL,33012,25.866727,-80.309185,www.beautyacademysf.com
Edp School Of Computer Programming,1601 Voorhies Ave,Brooklyn,NY,11235,40.585962,-73.952956,edpschool.edu/
Academy Of Cosmetology,1368 Jadwin Ave,Richland,WA,99354,46.292329,-119.275874,www.academyofcosmetologyonline.com
Ogle School Hair Skin Nails-North Dallas,17174 Preston Road,Dallas,TX,75248,32.98416,-96.803753,www.ogleschool.com
Barber School (The),16 West 7200 South,Midvale,UT,84047,40.621423,-111.891497,www.thebarberschool.com
Capilo School Of Hair Design,43 Bridge Street,Augusta,ME,4330,44.317703,-69.776813,www.capilo.com
New York Medical Career Training Center,36-09 Main St 5Th Fl,Flushing,NY,11354,40.762718,-73.831375,nymedtraining.com/
The Academy Waukesha,2000 Silvernail Rd,Waukesha,WI,53072,43.044303,-88.258346,www.theacademywaukesha.com
Salon Professional Academy (The),4619 John F Kennedy Boulevard,North Little Rock,AR,72116,34.797448,-92.256873,littlerockbeautyschool.com/
Be'Er Yaakov Talmudic Seminary,12 Jefferson Avenue,Spring Valley,NY,10977,41.138843,-74.028503,not available
Pure Aesthetics,5110 East Fifth Street,Tucson,AZ,85711,32.228645,-110.883799,www.pureaestheticstucson.com
Institute Of Culinary Education,50 W 23Rd St,New York,NY,10010,40.742251,-73.991844,www.iceculinary.com
Itt Technical InstituteâMerrillville,8488 Georgia St,Merrillville,IN,46410,41.464362,-87.326848,www.itt-tech.edu
Itt Technical InstituteâTallahassee,2639 N Monroe St Building A Ste 100,Tallahassee,FL,32303,30.477339,-84.296532,www.itt-tech.edu
American Institute,1420 Celebration Boulevard Ste 101,Celebration,FL,34747,28.312303,-81.562867,schooliya.com
New Life Business Institute,161-10 Jamaica Ave Ste 404,Jamaica,NY,11432,40.703672,-73.798131,www.nlbi1.com
Lindsey Institute Of Cosmetology,1059 Shive Lane,Bowling Green,KY,42103,36.94741,-86.422152,www.lindseyinstitute.com
Rgv Careers An Institute For Higher Learning,1200 West Polk Avenue,Pharr,TX,78577,26.207509,-98.198577,www.rgv-careers.com
Alexander Academy,112 River Street,Fitchburg,MA,1420,42.585437,-71.812127,www.alexanderacademy.com
The Salon Professional Academy-Tonawanda,2309 Eggert Rd,Tonawanda,NY,14150,42.98208,-78.825367,tspabuffalo.com
Onondaga School Of Therapeutic Massage-Syracuse,719 E Genesee St,Syracuse,NY,13210,43.047706,-76.140467,www.ostm.edu
Buckner Barber School,"1515 South Buckner Boulevard, Suite 147",Dallas,TX,75217,32.738621,-96.685011,bucknerbarberschool.com/
Lemelange Academy Of Hair,931 Coombs Street,Napa,CA,94558,38.298201,-122.28701,lemelangeacademy.com
Mildred Elley,25 Broadway 16Th Floor,New York,NY,10004,40.705781,-74.014004,www.mildred-elley.edu
Aveda Institute Tucson,845 North Park Avenue,Tucson,AZ,85719,32.232639,-110.957057,www.beautyschoolsinspire.com
Itt Technical InstituteâSalem,2159 Apperson Dr,Salem,VA,24153,37.266333,-80.019707,www.itt-tech.edu
Simmons College Of Kentucky,1018 South 7Th Street,Louisville,KY,40203,38.239519,-85.764811,www.simmonscollegeky.edu
Academy Of Cosmetology And Esthetics Nyc,187 New Dorp Ln,Staten Island,NY,10306,40.573236,-74.114591,www.theacademynyc.com
National Paralegal College,717 E Maryland Suite 115,Phoenix,AZ,85014,33.531675,-112.065622,nationalparalegal.edu
Itt Technical InstituteâAkron,3428 W Market St,Akron,OH,44333,41.134245,-81.624261,www.itt-tech.edu
Velvet Touch Academy Of Cosmetology,5820 East Franklin Road,Nampa,ID,83687,43.605432,-116.510144,www.velvettouchacademy.com
Atelier Esthetique Institute Of Esthetics,"386 Park Avenue South, Suite 1409",New York,NY,10016,40.742987,-73.98486,www.aeinstitute.net/
Carolina College Of Biblical Studies,817 South Mcpherson Church Road,Fayetteville,NC,28303,35.05141,-78.939514,carolinabiblecollege.org/
Itt Technical InstituteâCedar Rapids,3735 Queen Ct Sw,Cedar Rapids,IA,52404,41.941566,-91.714897,www.itt-tech.edu
Four County Career Center,22-900 State Rte 34,Archbold,OH,43502,41.452808,-84.303115,www.fourcounty.net
Star Career Academy-Norristown,2501 Monroe Boulevard,Norristown,PA,19403,40.117884,-75.415778,www.starcareeracademy.com
Itt Technical InstituteâCorona,4160 Temescal Canyon Rd Ste 100,Corona,CA,92883,33.819009,-117.508535,www.itt-tech.edu
Ambiance Beauty & Barber Academy Inc,682 Wickham Road,Melbourne,FL,32935,28.117535,-80.673586,www.ambiancebeautyacademy.com
Hands-On Medical Massage School,"2015 West Park Avenue, Suite 7",Redlands,CA,92373,34.058204,-117.223056,handsonmedicalmassage.com
Itt Technical InstituteâJohnson City,4721 Lake Park Dr,Johnson City,TN,37615,36.381665,-82.430604,www.itt-tech.edu
Diamond Beauty College,10301 Garvey Avenue  #200,South El Monte,CA,91733,34.062963,-118.046711,www.diamondbeauty.edu
Vanity School Of Cosmetology,5236 Detroit Rd,Sheffield Village,OH,44035,41.423569,-82.079296,not available
St. Luke University,1460 E. Holt Ave. Suite #72,Pomona,CA,91767,34.061699,-117.721062,www.sluedu.us
Itt Technical InstituteâDesoto,921 W Belt Line Rd Ste 181,Desoto,TX,75115,32.591567,-96.878131,www.itt-tech.edu
Advanced College Of Cosmetology,25 West Main Street,Waupun,WI,53963,43.632845,-88.736185,www.accsuccess.com
Northeast Technology Center,483 Airport Road,Pryor,OK,74362,36.231505,-95.333391,www.netech.edu/
Itt Technical InstituteâNorth Charleston,2431 W Aviation Ave,North Charleston,SC,29406,32.900432,-80.027495,www.itt-tech.edu
Ncp College Of Nursing,"257 Longford Drive, Rm 5",South San Francisco,CA,94080,37.656424,-122.455596,www.ncpcollegeofnursing.edu
